comment_id,content_id,comment_text,created_at
CM010786,C02259,I had not thought about it this way.,2026-07-15 20:00:00
CM010787,C03165,I found this confusing.,2026-08-27 00:00:00
CM010788,C01906,This is painfully accurate but helpful.,2026-01-14 04:00:00
CM010789,C01622,I found this confusing.,2026-05-27 19:00:00
CM010790,C00589,This topic is worth discussing.,2026-01-03 03:00:00
CM010791,C03475,Where can I find more information?,2026-01-24 02:00:00
CM010792,C03953,Where can I find more information?,2026-01-26 12:00:00
CM010793,C00257,Needed this reminder today.,2026-03-27 16:00:00
CM010794,C01575,I saved this because it explains how I feel.,2026-01-12 04:00:00
CM010795,C00306,You described my situation perfectly.,2026-02-22 06:00:00
CM010796,C02878,"This is so relatable, thank you for saying it.",2026-08-14 07:00:00
CM010797,C04608,This is exactly what I needed to hear today.,2026-03-15 20:00:00
CM010798,C00920,"This is so relatable, thank you for saying it.",2026-01-29 15:00:00
CM010799,C01539,Thanks for sharing.,2026-04-05 23:00:00
CM010800,C04883,The editing is clean.,2026-07-10 12:00:00
CM010801,C00984,Thanks for sharing.,2026-06-25 01:00:00
CM010802,C03973,This is exactly what I needed to hear today.,2026-07-02 23:00:00
CM010803,C01507,This topic is worth discussing.,2026-02-14 18:00:00
CM010804,C02042,Nice explanation.,2026-01-01 06:00:00
CM010805,C02843,This topic is worth discussing.,2026-03-06 13:00:00
CM010806,C01644,This topic is worth discussing.,2026-03-09 14:00:00
CM010807,C03008,What app did you use to make this?,2026-07-29 11:00:00
CM010808,C00100,Not sure this applies to everyone.,2026-07-15 10:00:00
CM010809,C03021,You described my situation perfectly.,2026-07-21 21:00:00
CM010810,C00974,I saved this because it explains how I feel.,2026-06-07 14:00:00
CM010811,C02212,What app did you use to make this?,2026-06-02 07:00:00
CM010812,C02881,This is painfully accurate but helpful.,2026-07-07 14:00:00
CM010813,C02566,I thought I was the only one dealing with this.,2026-08-06 13:00:00
CM010814,C00127,This feels too generalized.,2026-07-20 19:00:00
CM010815,C02417,You described my situation perfectly.,2026-03-11 14:00:00
CM010816,C00912,Interesting perspective.,2026-01-08 13:00:00
CM010817,C03450,This is painfully accurate but helpful.,2026-05-14 00:00:00
CM010818,C02962,You described my situation perfectly.,2026-06-12 13:00:00
CM010819,C04614,I saved this because it explains how I feel.,2026-01-11 13:00:00
CM010820,C00867,This is exactly what I needed to hear today.,2026-01-09 07:00:00
CM010821,C03879,"This is so relatable, thank you for saying it.",2026-08-03 00:00:00
CM010822,C03813,What app did you use to make this?,2026-08-13 17:00:00
CM010823,C00063,I had not thought about it this way.,2026-07-04 19:00:00
CM010824,C03576,I saved this because it explains how I feel.,2026-04-14 09:00:00
CM010825,C00971,Interesting perspective.,2026-01-16 01:00:00
CM010826,C01571,You described my situation perfectly.,2026-03-19 06:00:00
CM010827,C04868,You described my situation perfectly.,2026-08-11 01:00:00
CM010828,C01770,This is painfully accurate but helpful.,2026-02-11 22:00:00
CM010829,C01296,Good point.,2026-04-18 01:00:00
CM010830,C00121,Interesting perspective.,2026-06-13 23:00:00
CM010831,C00558,Finally someone put this feeling into words.,2026-08-15 19:00:00
CM010832,C01874,Needed this reminder today.,2026-07-18 10:00:00
CM010833,C04367,How long is the full video?,2026-02-01 18:00:00
CM010834,C02726,How long is the full video?,2026-01-27 06:00:00
CM010835,C03889,Good point.,2026-05-04 21:00:00
CM010836,C04570,This is painfully accurate but helpful.,2026-08-26 17:00:00
CM010837,C04240,What app did you use to make this?,2026-04-09 07:00:00
CM010838,C04885,"This is so relatable, thank you for saying it.",2026-01-20 12:00:00
CM010839,C03981,Where can I find more information?,2026-08-22 20:00:00
CM010840,C01035,Needed this reminder today.,2026-07-09 18:00:00
CM010841,C01773,I saved this because it explains how I feel.,2026-04-26 07:00:00
CM010842,C03787,How long is the full video?,2026-01-17 14:00:00
CM010843,C02379,Interesting perspective.,2026-02-28 23:00:00
CM010844,C01982,This is exactly what I needed to hear today.,2026-02-20 09:00:00
CM010845,C04456,Finally someone put this feeling into words.,2026-01-28 09:00:00
CM010846,C03514,The editing is clean.,2026-02-08 04:00:00
CM010847,C03881,What app did you use to make this?,2026-03-19 08:00:00
CM010848,C03880,"This is so relatable, thank you for saying it.",2026-02-10 23:00:00
CM010849,C01975,What app did you use to make this?,2026-02-14 12:00:00
CM010850,C00706,I don't agree with this.,2026-07-27 13:00:00
CM010851,C02969,This topic is worth discussing.,2026-05-09 07:00:00
CM010852,C02931,Thanks for sharing.,2026-06-10 11:00:00
CM010853,C03726,Good point.,2026-04-24 21:00:00
CM010854,C01257,Where can I find more information?,2026-08-24 05:00:00
CM010855,C01880,I saved this because it explains how I feel.,2026-07-06 13:00:00
CM010856,C00064,Needed this reminder today.,2026-02-23 20:00:00
CM010857,C01731,This topic is worth discussing.,2026-02-10 06:00:00
CM010858,C03401,You described my situation perfectly.,2026-02-16 00:00:00
CM010859,C01390,I have been struggling with the same thing for months.,2026-05-16 07:00:00
CM010860,C01016,This feels too generalized.,2026-02-09 23:00:00
CM010861,C04114,How long is the full video?,2026-03-05 08:00:00
CM010862,C04304,I saved this because it explains how I feel.,2026-07-21 22:00:00
CM010863,C04324,You described my situation perfectly.,2026-06-23 19:00:00
CM010864,C00404,Thanks for sharing.,2026-03-22 06:00:00
CM010865,C01918,This made me feel understood.,2026-07-21 02:00:00
CM010866,C02463,"This is so relatable, thank you for saying it.",2026-05-25 20:00:00
CM010867,C01213,Nice explanation.,2026-07-14 22:00:00
CM010868,C02082,This feels too generalized.,2026-03-26 00:00:00
CM010869,C04097,This made me feel understood.,2026-05-17 07:00:00
CM010870,C04569,How long is the full video?,2026-05-11 19:00:00
CM010871,C00952,"This is so relatable, thank you for saying it.",2026-03-07 08:00:00
CM010872,C02623,I found this confusing.,2026-06-16 22:00:00
CM010873,C03544,I thought I was the only one dealing with this.,2026-03-21 07:00:00
CM010874,C00607,I have been struggling with the same thing for months.,2026-01-29 15:00:00
CM010875,C01091,"This is so relatable, thank you for saying it.",2026-06-17 03:00:00
CM010876,C00705,I have been struggling with the same thing for months.,2026-08-07 15:00:00
CM010877,C03959,I had not thought about it this way.,2026-07-31 05:00:00
CM010878,C01904,"This is so relatable, thank you for saying it.",2026-03-16 16:00:00
CM010879,C04283,The editing is clean.,2026-05-11 01:00:00
CM010880,C04780,Thanks for sharing.,2026-02-09 19:00:00
CM010881,C00240,I have been struggling with the same thing for months.,2026-05-14 11:00:00
CM010882,C01818,"This is so relatable, thank you for saying it.",2026-07-10 14:00:00
CM010883,C04757,I saved this because it explains how I feel.,2026-07-23 14:00:00
CM010884,C03395,Interesting perspective.,2026-08-30 04:00:00
CM010885,C04337,I saved this because it explains how I feel.,2026-06-20 21:00:00
CM010886,C01081,I had not thought about it this way.,2026-03-22 07:00:00
CM010887,C04982,I had not thought about it this way.,2026-02-08 20:00:00
CM010888,C03045,I found this confusing.,2026-04-10 15:00:00
CM010889,C02072,This advice did not help me.,2026-04-28 22:00:00
CM010890,C00545,You described my situation perfectly.,2026-02-15 08:00:00
CM010891,C02722,Good point.,2026-06-01 13:00:00
CM010892,C01264,I had not thought about it this way.,2026-01-06 16:00:00
CM010893,C02741,Good point.,2026-02-14 15:00:00
CM010894,C00308,This made me feel understood.,2026-02-02 11:00:00
CM010895,C01652,You described my situation perfectly.,2026-02-25 22:00:00
CM010896,C02934,I have been struggling with the same thing for months.,2026-08-20 10:00:00
CM010897,C01321,This made me feel understood.,2026-08-24 06:00:00
CM010898,C03188,Good point.,2026-08-02 22:00:00
CM010899,C02267,This topic is worth discussing.,2026-08-23 07:00:00
CM010900,C00530,"This is so relatable, thank you for saying it.",2026-07-13 02:00:00
CM010901,C02738,This is exactly what I needed to hear today.,2026-03-05 20:00:00
CM010902,C00274,Thanks for sharing.,2026-08-16 15:00:00
CM010903,C01880,I thought I was the only one dealing with this.,2026-08-22 18:00:00
CM010904,C04567,This made me feel understood.,2026-06-02 23:00:00
CM010905,C02625,This made me feel understood.,2026-04-18 06:00:00
CM010906,C01486,This is exactly what I needed to hear today.,2026-04-06 07:00:00
CM010907,C04676,Good point.,2026-01-31 16:00:00
CM010908,C01726,Interesting perspective.,2026-03-05 04:00:00
CM010909,C02659,This is exactly what I needed to hear today.,2026-02-12 11:00:00
CM010910,C00174,I had not thought about it this way.,2026-07-03 11:00:00
CM010911,C03112,The editing is clean.,2026-01-15 01:00:00
CM010912,C02967,I thought I was the only one dealing with this.,2026-06-16 21:00:00
CM010913,C00770,What app did you use to make this?,2026-06-02 13:00:00
CM010914,C00907,"This is so relatable, thank you for saying it.",2026-04-29 05:00:00
CM010915,C01290,Needed this reminder today.,2026-02-17 18:00:00
CM010916,C02162,I don't agree with this.,2026-05-31 17:00:00
CM010917,C04021,Interesting perspective.,2026-05-11 18:00:00
CM010918,C04880,Good point.,2026-06-05 15:00:00
CM010919,C03237,This is painfully accurate but helpful.,2026-03-09 14:00:00
CM010920,C04511,Finally someone put this feeling into words.,2026-04-17 20:00:00
CM010921,C03158,Good point.,2026-05-21 15:00:00
CM010922,C01894,You described my situation perfectly.,2026-02-19 17:00:00
CM010923,C03681,"This is so relatable, thank you for saying it.",2026-08-28 08:00:00
CM010924,C00066,Nice explanation.,2026-02-22 19:00:00
CM010925,C00434,Thanks for sharing.,2026-01-31 05:00:00
CM010926,C01362,I have been struggling with the same thing for months.,2026-01-31 22:00:00
CM010927,C03847,I had not thought about it this way.,2026-01-11 17:00:00
CM010928,C03030,I saved this because it explains how I feel.,2026-02-01 13:00:00
CM010929,C01657,Finally someone put this feeling into words.,2026-07-27 14:00:00
CM010930,C03555,Nice explanation.,2026-04-07 01:00:00
CM010931,C01857,"This is so relatable, thank you for saying it.",2026-05-02 14:00:00
CM010932,C04155,The editing is clean.,2026-02-23 09:00:00
CM010933,C02879,This is exactly what I needed to hear today.,2026-05-24 13:00:00
CM010934,C03646,This is painfully accurate but helpful.,2026-01-12 08:00:00
CM010935,C04402,What app did you use to make this?,2026-03-13 20:00:00
CM010936,C00414,This is painfully accurate but helpful.,2026-03-24 18:00:00
CM010937,C01351,Good point.,2026-04-27 11:00:00
CM010938,C03799,Interesting perspective.,2026-02-01 16:00:00
CM010939,C03446,Interesting perspective.,2026-04-29 17:00:00
CM010940,C04260,I thought I was the only one dealing with this.,2026-06-20 11:00:00
CM010941,C00631,This topic is worth discussing.,2026-08-24 03:00:00
CM010942,C04718,What app did you use to make this?,2026-05-03 02:00:00
CM010943,C00101,Good point.,2026-07-07 01:00:00
CM010944,C00692,This topic is worth discussing.,2026-01-09 14:00:00
CM010945,C04072,This made me feel understood.,2026-01-31 12:00:00
CM010946,C00361,"This is so relatable, thank you for saying it.",2026-02-09 06:00:00
CM010947,C04780,This is exactly what I needed to hear today.,2026-02-04 12:00:00
CM010948,C02844,The editing is clean.,2026-01-06 11:00:00
CM010949,C04110,This is exactly what I needed to hear today.,2026-07-22 04:00:00
CM010950,C04549,This feels too generalized.,2026-03-03 22:00:00
CM010951,C02920,Where can I find more information?,2026-02-05 13:00:00
CM010952,C01886,This made me feel understood.,2026-02-09 13:00:00
CM010953,C01568,I had not thought about it this way.,2026-08-19 15:00:00
CM010954,C00718,How long is the full video?,2026-01-25 20:00:00
CM010955,C01072,I saved this because it explains how I feel.,2026-01-10 18:00:00
CM010956,C03926,You described my situation perfectly.,2026-02-18 11:00:00
CM010957,C02891,Where can I find more information?,2026-06-15 21:00:00
CM010958,C00524,I thought I was the only one dealing with this.,2026-06-16 08:00:00
CM010959,C00720,I have been struggling with the same thing for months.,2026-02-14 02:00:00
CM010960,C01314,"This is so relatable, thank you for saying it.",2026-01-06 08:00:00
CM010961,C03631,Good point.,2026-05-15 06:00:00
CM010962,C00149,The editing is clean.,2026-02-12 13:00:00
CM010963,C04607,Good point.,2026-03-31 01:00:00
CM010964,C02770,I saved this because it explains how I feel.,2026-05-11 09:00:00
CM010965,C04253,Finally someone put this feeling into words.,2026-07-28 17:00:00
CM010966,C01708,I don't agree with this.,2026-03-17 06:00:00
CM010967,C03768,Thanks for sharing.,2026-01-21 04:00:00
CM010968,C04301,Finally someone put this feeling into words.,2026-04-25 00:00:00
CM010969,C02825,Good point.,2026-03-22 03:00:00
CM010970,C00523,How long is the full video?,2026-08-28 00:00:00
CM010971,C04093,Good point.,2026-03-11 04:00:00
CM010972,C04958,This is exactly what I needed to hear today.,2026-03-07 05:00:00
CM010973,C01612,Thanks for sharing.,2026-02-21 15:00:00
CM010974,C01809,"This is so relatable, thank you for saying it.",2026-07-29 09:00:00
CM010975,C03179,This feels too generalized.,2026-01-08 04:00:00
CM010976,C02863,Where can I find more information?,2026-01-02 17:00:00
CM010977,C04031,This topic is worth discussing.,2026-01-14 20:00:00
CM010978,C00798,Finally someone put this feeling into words.,2026-03-30 03:00:00
CM010979,C00936,Needed this reminder today.,2026-05-22 17:00:00
CM010980,C01876,I had not thought about it this way.,2026-03-09 23:00:00
CM010981,C01090,This made me feel understood.,2026-06-10 09:00:00
CM010982,C02040,"This is so relatable, thank you for saying it.",2026-06-08 09:00:00
CM010983,C00043,What app did you use to make this?,2026-01-01 04:00:00
CM010984,C00539,Needed this reminder today.,2026-08-25 21:00:00
CM010985,C04312,I saved this because it explains how I feel.,2026-02-03 01:00:00
CM010986,C03465,How long is the full video?,2026-05-25 19:00:00
CM010987,C00043,I thought I was the only one dealing with this.,2026-02-24 09:00:00
CM010988,C00333,What app did you use to make this?,2026-05-05 17:00:00
CM010989,C02079,Nice explanation.,2026-03-19 10:00:00
CM010990,C03744,How long is the full video?,2026-06-23 18:00:00
CM010991,C03542,I saved this because it explains how I feel.,2026-08-08 07:00:00
CM010992,C01904,I thought I was the only one dealing with this.,2026-01-02 05:00:00
CM010993,C02731,I don't agree with this.,2026-07-19 19:00:00
CM010994,C00332,I had not thought about it this way.,2026-07-03 18:00:00
CM010995,C00651,"This is so relatable, thank you for saying it.",2026-05-15 10:00:00
CM010996,C01522,Finally someone put this feeling into words.,2026-01-25 13:00:00
CM010997,C04377,"This is so relatable, thank you for saying it.",2026-06-19 03:00:00
CM010998,C03095,Where can I find more information?,2026-08-12 22:00:00
CM010999,C04576,Nice explanation.,2026-06-13 14:00:00
CM011000,C01267,Nice explanation.,2026-08-07 11:00:00
CM011001,C01666,Good point.,2026-08-23 13:00:00
CM011002,C02963,I thought I was the only one dealing with this.,2026-03-31 14:00:00
CM011003,C02174,Needed this reminder today.,2026-08-21 06:00:00
CM011004,C02070,This made me feel understood.,2026-01-02 12:00:00
CM011005,C00999,What app did you use to make this?,2026-07-06 14:00:00
CM011006,C01657,"This is so relatable, thank you for saying it.",2026-03-06 01:00:00
